episode,total_reward,moving_avg_reward,episode_length,loss,learning_rate,seed,exp_name,policy_loss,return_mean,return_std,grad_norm,value_loss,adv_mean,adv_std
11,-90.8344619843572,-204.133279061327,73,83.90596771240234,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,83.90596771240234,8.165019949046837e-08,0.9999999403953552,7.207986831665039,0.9898430705070496,0.011307553388178349,1.001729130744934
12,-244.28419031547375,-207.47918833250586,80,-155.3035888671875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-155.3035888671875,3.039836826701503e-07,1.0,8.210230827331543,0.9464622735977173,-0.017476161941885948,0.9788429141044617
13,-118.32308255163441,-200.6210263493619,102,199.8024444580078,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,199.8024444580078,2.056944623518575e-07,1.0,9.169682502746582,0.9983870387077332,0.013894996605813503,1.004030466079712
14,-429.89050620770854,-216.99741776781525,133,-315.7832336425781,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-315.7832336425781,-6.274173180997877e-09,1.0,18.819440841674805,1.017677903175354,-0.012917925603687763,1.0125312805175781
15,-324.6759824180401,-224.1759887444969,92,-231.53738403320312,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-231.53738403320312,-3.9261320239347697e-07,1.0,21.401229858398438,0.9289023280143738,-0.019744794815778732,0.9688735604286194
16,-203.8771067868252,-222.9073086221424,111,-23.24040412902832,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-23.24040412902832,-3.0070810908000567e-07,1.0,1.676106572151184,0.9847762584686279,-0.0013602322433143854,0.996858537197113
17,-182.85812827809866,-220.55147448425748,112,-358.98291015625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-358.98291015625,1.9318291322178993e-07,1.0,9.30285930633545,0.9861916303634644,-0.020679572597146034,0.9973187446594238
18,-229.93635956493458,-221.07285698873955,93,29.94597053527832,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,29.94597053527832,-8.927878525355482e-07,1.0,2.521090030670166,0.9512264132499695,0.0025038686580955982,0.980591356754303
19,-50.42627670218231,-212.0914580262892,74,75.15354919433594,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,75.15354919433594,1.9331235279196335e-08,1.0,14.280028343200684,0.9878332614898682,0.009886464104056358,1.000632882118225
20,-171.01143428808427,-210.0374568393789,69,-147.99742126464844,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-147.99742126464844,-2.1250352233437297e-07,1.0,4.328157901763916,0.9624502062797546,-0.02244034968316555,0.9879741668701172
21,-110.52654926534406,-205.29884219299632,78,96.6306381225586,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,96.6306381225586,5.5019672373646245e-08,1.0,5.236992835998535,0.994963526725769,0.011468141339719296,1.0038684606552124
22,-407.22148684710487,-214.4771442227285,109,-618.6368408203125,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-618.6368408203125,4.4183994418744987e-07,0.9999999403953552,57.16963195800781,0.9961917400360107,-0.03764766454696655,1.0019906759262085
23,-86.06740120752454,-208.89411191771967,58,-54.028594970703125,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-54.028594970703125,-1.7341868385756243e-07,0.9999999403953552,4.427364826202393,0.9720830321311951,-0.011610356159508228,0.9944847822189331
24,-46.75771614748801,-202.13842876062665,123,79.83080291748047,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,79.83080291748047,-1.6476080944016758e-08,1.0,7.663404941558838,0.9814977645874023,0.0038029600400477648,0.9947503209114075
25,-298.8605332582481,-206.0073129405315,95,-338.78289794921875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-338.78289794921875,-1.0415127604801455e-07,1.0,27.175464630126953,0.9701207280158997,-0.02693895623087883,0.9898018836975098
26,-186.30569363684447,-205.2495583519282,113,-422.9141540527344,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-422.9141540527344,-7.722230179751932e-07,0.9999999403953552,21.517475128173828,0.9638208746910095,-0.02402200922369957,0.985821545124054
27,-90.15594230383127,-200.98683183162828,64,-96.46755981445312,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-96.46755981445312,1.1548399925231934e-07,1.0,8.889845848083496,0.9595996141433716,-0.017137430608272552,0.9871844053268433
28,-229.16969099577065,-201.99336251606195,107,-482.2635498046875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-482.2635498046875,-7.475647976207256e-07,1.0,24.50924301147461,1.0033011436462402,-0.030391275882720947,1.0058995485305786
29,-226.76589334941912,-202.8475877172122,90,-415.05340576171875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-415.05340576171875,1.284811219193216e-06,1.0,18.4968318939209,0.9526593685150146,-0.037076957523822784,0.9808023571968079
30,-92.67354046826776,-199.17511947558071,78,69.3433837890625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,69.3433837890625,1.5894572413799324e-07,1.0,5.938530445098877,0.984900951385498,0.008265580050647259,0.9988106489181519
31,-309.3580087404442,-202.72940622606018,126,-231.1490478515625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-231.1490478515625,2.9518491828639526e-07,1.0,14.553913116455078,1.0320826768875122,-0.010530657134950161,1.0199154615402222
32,-128.4959275333765,-200.4096100169138,78,-44.37071990966797,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-44.37071990966797,-1.0232130307485932e-06,1.0,4.389556407928467,1.0034592151641846,-0.005282299593091011,1.0081977844238281
33,-44.7242167751142,-195.69187082776838,72,-34.44921875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-34.44921875,-7.947286206899662e-08,1.0,1.5207099914550781,0.9628016352653503,-0.004789418540894985,0.988098680973053
34,-274.2549213165322,-198.00254878332024,63,-246.22044372558594,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-246.22044372558594,4.3331630195098114e-07,1.0,21.21360206604004,0.9318916201591492,-0.04465387761592865,0.972057580947876
35,-196.17654071199888,-197.95037712413964,120,-203.56533813476562,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-203.56533813476562,1.2417634707162506e-06,1.0,16.853120803833008,0.991779088973999,-0.010244118981063366,1.0000038146972656
36,-224.1462786320985,-198.67804105491626,73,-83.00883483886719,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-83.00883483886719,7.103567440935876e-07,1.0,8.935381889343262,0.9771156907081604,-0.011296840384602547,0.9952674508094788
37,-128.36580214270177,-196.77771027350508,116,-634.7843017578125,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-634.7843017578125,1.361657808729433e-07,1.0,50.66593551635742,0.9858021140098572,-0.03400411829352379,0.9965981841087341
38,-134.56721536248247,-195.1405919863729,79,56.831939697265625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,56.831939697265625,-1.18228456358338e-06,0.9999999403953552,2.3868837356567383,0.9929627776145935,0.006554731633514166,1.0028207302093506
39,-56.099229564689054,-191.57542884735537,69,21.17793083190918,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,21.17793083190918,-7.16983379334124e-08,1.0,2.1429290771484375,0.9836839437484741,0.0032114048954099417,0.9990692734718323
40,-122.2897570627281,-189.84328705273967,96,114.21270751953125,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,114.21270751953125,1.9371509552001953e-07,1.0,7.348299503326416,0.9971902966499329,0.008945226669311523,1.0037959814071655
41,-362.1824170418343,-194.04668046710785,108,-237.59323120117188,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-237.59323120117188,-3.4107102919733734e-07,1.0,31.607933044433594,0.9160826206207275,-0.014700633473694324,0.9614707231521606
42,-215.3395124711675,-194.5536526576807,76,-15.185623168945312,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-15.185623168945312,-1.9959713881689822e-07,1.0,2.246696949005127,0.9716757535934448,-0.0019090387504547834,0.9922841191291809
43,-158.60792869777316,-193.71770558884563,118,-714.1952514648438,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-714.1952514648438,2.394288287632662e-07,0.9999999403953552,35.10346984863281,1.008555293083191,-0.037126217037439346,1.0078617334365845
44,-133.95457701645765,-192.3594526667459,92,-209.12680053710938,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-209.12680053710938,5.021043421038485e-07,1.0,8.267875671386719,1.0096834897994995,-0.017808562144637108,1.0101773738861084
45,-10.499938551096207,-188.3181301308426,74,51.04032897949219,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,51.04032897949219,2.1747640133185087e-08,1.0,5.2239837646484375,0.9399093389511108,0.006760265212506056,0.9760832190513611
46,-329.6554389893605,-191.39068032341905,120,-196.83663940429688,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-196.83663940429688,-5.03659236983367e-07,1.0,29.102825164794922,0.9493770003318787,-0.009969785809516907,0.9783939719200134
47,-113.59641316515948,-189.73548314983907,76,11.89013671875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,11.89013671875,-3.764504015180137e-07,1.0,0.7135942578315735,0.9679220914840698,0.0014829415595158935,0.9903663396835327
48,-191.4106358977961,-189.77038216542152,90,60.833316802978516,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,60.833316802978516,7.443957770192355e-07,1.0,5.483632564544678,0.9697877764701843,0.0054347640834748745,0.9902799129486084
49,-82.0361739512216,-187.57172485492762,66,67.47731018066406,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,67.47731018066406,-6.953874986947994e-08,1.0,5.018830299377441,0.9744185209274292,0.01124220434576273,0.9946262240409851
50,-381.90896948439536,-191.45846974751697,100,-317.448974609375,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-317.448974609375,2.2411346378703456e-07,1.0,24.56304168701172,0.9202199578285217,-0.022937994450330734,0.9638379812240601
51,-121.65393184490357,-188.73792352627498,58,6.010049819946289,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,6.010049819946289,-5.446631234917731e-07,1.0,0.47497135400772095,0.9811855554580688,0.0012925637420266867,0.9991984963417053
52,-108.68333069739909,-188.22980409561828,108,70.55955505371094,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,70.55955505371094,1.8874804652568855e-07,1.0,2.955217123031616,0.9869148135185242,0.004367449786514044,0.9980576038360596
53,-422.87319351318916,-194.32527195659284,74,-407.90057373046875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-407.90057373046875,1.4498427347575671e-08,1.0,85.97087097167969,0.9165505170822144,-0.05427156388759613,0.9623514413833618
54,-91.81572537305097,-191.5229750074443,79,1.6346731185913086,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,1.6346731185913086,-5.281424186875938e-09,1.0,0.10506275296211243,0.9786570072174072,0.00018909687059931457,0.9955921769142151
55,-155.40704869231783,-188.79831067894327,64,-266.7880859375,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-266.7880859375,-1.6577541828155518e-07,1.0,30.360759735107422,0.9481475949287415,-0.04676390811800957,0.9802938103675842
56,-379.25045013163793,-191.11234111205272,97,-917.8658447265625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-917.8658447265625,2.015497244656217e-07,1.0,130.92459106445312,0.9114465713500977,-0.07006922364234924,0.9570684432983398
57,-104.28855244821548,-189.87654395591832,84,-221.43673706054688,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-221.43673706054688,-6.811959707420101e-08,1.0,24.378414154052734,0.9861021637916565,-0.022782238200306892,0.9987280368804932
58,-255.46554518310083,-184.07358727579742,85,-274.02239990234375,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-274.02239990234375,9.010820178900758e-08,1.0,11.58718490600586,0.9451062083244324,-0.027344781905412674,0.977548360824585
59,-505.7577818281047,-191.74597724379362,125,-784.8577270507812,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-784.8577270507812,-6.909370426910755e-07,1.0,113.68244171142578,0.9871336221694946,-0.03620893880724907,0.9968814849853516
60,-121.60973656995016,-193.70194351934958,95,-48.862327575683594,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-48.862327575683594,-4.266437869659967e-08,1.0,2.71811580657959,0.9798484444618225,-0.003902835538610816,0.9951165318489075
61,-205.2994142090169,-195.99124256384277,69,-164.74728393554688,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-164.74728393554688,1.0279641315946719e-07,1.0,15.470352172851562,0.9389521479606628,-0.02487923763692379,0.9757726192474365
62,-249.3972897001481,-196.09350455153628,105,-311.3080139160156,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-311.3080139160156,3.9055234424267837e-07,0.9999999403953552,29.464126586914062,1.0349458456039429,-0.020311251282691956,1.021998405456543
63,-115.04451701788031,-196.02793324086122,70,-123.55046844482422,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-123.55046844482422,3.159046286782541e-07,1.0,8.561444282531738,0.9924160838127136,-0.018186066299676895,1.0032265186309814
64,-235.30496054443137,-192.13622232759565,104,-841.0557250976562,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-841.0557250976562,-3.782602320256956e-08,1.0,46.96236801147461,0.9980674982070923,-0.056018389761447906,1.0022917985916138
65,-288.03953924359257,-191.40349346410667,96,-298.7670593261719,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-298.7670593261719,7.748603820800781e-07,1.0,15.781549453735352,0.9256813526153564,-0.023348741233348846,0.9668890237808228
66,-165.2740378650945,-190.63143208567206,116,-334.86328125,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-334.86328125,-5.174299531063298e-07,1.0,12.90119743347168,1.0171825885772705,-0.017938954755663872,1.0127699375152588
67,-176.0346276797383,-190.49496207370487,91,-342.3323974609375,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-342.3323974609375,-9.628442398934567e-08,1.0,18.67068099975586,1.0056146383285522,-0.029894545674324036,1.007910966873169
68,-118.1986486497011,-188.26020785540018,92,-233.56423950195312,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-233.56423950195312,1.6844791161929606e-07,1.0,46.378963470458984,0.986657440662384,-0.0202224962413311,0.9985421895980835
69,-119.18939409891397,-189.63547020333485,58,79.50362396240234,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,79.50362396240234,-1.1530415804372751e-06,1.0,17.034549713134766,0.968733012676239,0.016995226964354515,0.9926905035972595
70,-90.32572778449958,-188.02175607326313,114,343.1924133300781,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,343.1924133300781,5.620613308110478e-08,1.0,21.625213623046875,0.9644449353218079,0.01913653314113617,0.9862101078033447
71,-145.19385682583592,-188.715102224473,86,123.78258514404297,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,123.78258514404297,-1.4000160319938004e-07,1.0,17.4384765625,0.9765589237213135,0.012078197672963142,0.9939317107200623
72,-393.3548276827582,-188.43776904118604,100,-386.36541748046875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-386.36541748046875,6.771087441848067e-07,0.9999999403953552,29.7943115234375,0.9055722951889038,-0.028054766356945038,0.9559939503669739
73,-203.7774820167347,-190.79197065737026,124,56.84474182128906,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,56.84474182128906,-4.354984639576287e-07,1.0,2.8810906410217285,0.9946900606155396,0.0026691218372434378,1.001383900642395
74,-187.3687959269551,-193.6041922529596,73,-97.26065826416016,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-97.26065826416016,-3.568113697838271e-07,1.0,6.287858486175537,0.983954668045044,-0.013216701336205006,0.9987210035324097
75,-74.75711592359885,-189.1221239062666,69,177.4186553955078,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,177.4186553955078,-1.554903832357013e-07,1.0,12.03882122039795,0.9447174072265625,0.026958612725138664,0.9787097573280334
76,-217.76773191178978,-189.75136467176551,72,-91.71604919433594,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-91.71604919433594,2.7815499947791977e-07,1.0,15.20047664642334,0.9575650095939636,-0.012868632562458515,0.9853343963623047
77,-125.27744241327707,-190.45379467395443,127,161.54782104492188,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,161.54782104492188,1.882004880826571e-07,1.0,13.451072692871094,0.9934326410293579,0.007212280295789242,1.0006321668624878
78,-138.62104436120134,-188.64282174126302,67,-44.93029022216797,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-44.93029022216797,4.76837158203125e-07,1.0000001192092896,3.5361428260803223,0.9800318479537964,-0.007199315819889307,0.997410774230957
79,-202.1108844747295,-188.14972156376925,84,-70.52073669433594,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-70.52073669433594,1.5504303974012146e-06,0.9999999403953552,11.269465446472168,0.9845988750457764,-0.00721838790923357,0.9982028007507324
80,-188.13535077951894,-190.05895776999427,134,80.86669158935547,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,80.86669158935547,-2.7756192366723553e-07,1.0,3.8853015899658203,0.9897059202194214,0.0032425918616354465,0.9985673427581787
81,-110.4942012821652,-186.08168162082868,60,16.43549346923828,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,16.43549346923828,2.1954377871225006e-07,1.0,1.0689680576324463,0.9549158811569214,0.0032906581182032824,0.9854389429092407
82,-319.8116230784752,-189.90799553173068,80,-104.96859741210938,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-104.96859741210938,-9.00030158845766e-07,0.9999999403953552,14.741874694824219,1.0049229860305786,-0.011718714609742165,1.008714199066162
83,-185.1051301808202,-192.7156137998448,77,22.61078453063965,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,22.61078453063965,2.1829234242431994e-07,1.0,3.1328022480010986,0.9707862734794617,0.0027621411718428135,0.991741955280304
84,-191.87019403258165,-191.0679192541658,107,-324.3298645019531,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-324.3298645019531,-8.483913234158535e-07,1.0,44.04246139526367,0.9827165603637695,-0.020344190299510956,0.9957759976387024
85,-79.68235275582256,-188.73803549504225,79,210.09909057617188,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,210.09909057617188,-1.599517105432824e-07,1.0,13.755936622619629,0.9337936639785767,0.024227717891335487,0.972199022769928
86,-197.00150490606285,-188.19514002052154,68,-202.5072479248047,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-202.5072479248047,5.364418029785156e-07,1.0,19.652942657470703,0.9554548859596252,-0.03163770213723183,0.984225332736969
87,-124.62564136012077,-188.1203368048699,68,85.79631042480469,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,85.79631042480469,-7.678480642425711e-07,1.0,11.421385765075684,0.9843304753303528,0.013378111645579338,0.9994199872016907
88,-320.5766170711099,-191.84052483904244,75,-229.4993133544922,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-229.4993133544922,-2.4636585749249207e-07,1.0,43.76884460449219,0.9900578856468201,-0.02922963537275791,1.0012847185134888
89,-124.26722365742285,-193.20388472089715,95,143.45147705078125,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,143.45147705078125,-2.0265579792067e-07,1.0,13.655635833740234,0.9641134142875671,0.011523151770234108,0.9870338439941406
90,-130.28527046019855,-193.36379498884654,83,-61.54515075683594,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-61.54515075683594,1.4290752687884378e-06,1.0,5.377447605133057,0.9438398480415344,-0.006496216170489788,0.9773982763290405
91,-90.1162655955181,-187.92247195992022,80,154.3294677734375,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,154.3294677734375,-1.3262032894090225e-07,1.0,19.22758674621582,0.9398778676986694,0.017371036112308502,0.9754329919815063
92,-302.6498603289929,-189.66867891707673,117,-937.3013916015625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-937.3013916015625,1.0290716545569012e-07,1.0,53.57049560546875,1.0187441110610962,-0.049481380730867386,1.012450933456421
93,-90.25308597138073,-188.30158206254887,68,34.804412841796875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,34.804412841796875,1.875793174122009e-07,1.0,2.4512932300567627,0.9238520264625549,0.00546328304335475,0.9683029055595398
94,-72.4904160967705,-187.07229884415517,104,128.4525146484375,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,128.4525146484375,-2.659284064066014e-07,1.0,9.80660629272461,1.0104283094406128,0.008555018343031406,1.0100319385528564
95,-280.7635113513386,-192.47757030016,89,-593.156982421875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-593.156982421875,6.831093912751385e-08,1.0,28.501895904541016,0.9250655174255371,-0.05406169220805168,0.96572345495224
96,-389.8658919600389,-193.68177935957357,130,-1084.3072509765625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-1084.3072509765625,-1.0316188792103276e-07,1.0,138.9176483154297,0.986472487449646,-0.04635884612798691,0.995968759059906
97,-302.8814940818015,-197.46748097790638,72,-455.56842041015625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-455.56842041015625,-7.119443523606606e-08,1.0,90.638427734375,0.9093535542488098,-0.06384478509426117,0.9581376910209656
98,-64.1115244591867,-194.92149874913423,84,130.9359893798828,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,130.9359893798828,7.237706967089252e-08,1.0,18.32284927368164,0.9200342297554016,0.013454781845211983,0.964850127696991
99,-401.07321430215717,-201.30223955615293,109,-583.263916015625,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-583.263916015625,-5.960464477539062e-07,0.9999999403953552,28.0955753326416,0.9337058663368225,-0.03546268865466118,0.9700937867164612
100,-34.80711085065734,-194.36020238347817,67,140.35275268554688,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,140.35275268554688,-5.337729369614408e-09,1.0,20.663225173950195,0.9083359837532043,0.022457150742411613,0.9599931240081787
101,-171.50752082988188,-195.35727416317772,82,-172.08644104003906,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-172.08644104003906,-1.0118251339008566e-06,0.9999999403953552,7.656332015991211,1.0101542472839355,-0.018481025472283363,1.0110784769058228
102,-243.2926729424983,-198.0494610080797,117,-378.3146667480469,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-378.3146667480469,5.501967166310351e-07,1.0,28.03841781616211,0.9770447015762329,-0.01998603530228138,0.9925042390823364
103,-103.45723743758116,-191.66114188656758,100,-150.8231658935547,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-150.8231658935547,-4.23789032311106e-07,1.0,14.096227645874023,0.909682035446167,-0.010920267552137375,0.9585146307945251
104,-211.68454345451593,-194.05851824819686,74,-246.32131958007812,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-246.32131958007812,6.830370011812192e-07,1.0,19.938127517700195,0.9774247407913208,-0.03255479410290718,0.9948566555976868
105,-107.70622138055404,-193.10450170196157,82,-39.861976623535156,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-39.861976623535156,-4.913748625767766e-07,1.0,2.5543341636657715,0.9288792610168457,-0.004273422993719578,0.9697052836418152
106,-175.2841165396605,-189.025175030122,67,-202.21217346191406,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-202.21217346191406,4.1812214135461545e-07,1.0,11.422919273376465,0.9728339910507202,-0.032390739768743515,0.9932315349578857
107,-100.16555472905272,-188.9427150757388,73,111.62361145019531,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,111.62361145019531,-1.4043834539734235e-07,1.0,12.285849571228027,0.9006521105766296,0.015037850476801395,0.9554747343063354
108,-88.80937169628281,-185.6095916060024,70,66.89016723632812,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,66.89016723632812,-6.539481205436459e-07,1.0,3.2168495655059814,0.9199446439743042,0.009848713874816895,0.9660118222236633
109,-304.7923056623879,-181.59028208268808,100,-831.5107421875,0.0005,1,reinforce_gamma99_hidden64_baseline_ep2000_seed1,-831.5107421875,-8.690357162777218e-07,1.0,98.16150665283203,0.9412866234779358,-0.06003955379128456,0.9732180237770081
